table_name,column_name,column_order,data_type,n_rows,pct_with_data,n_records,n_distinct,est_rows_same_value,likely_pii,action
mdjs_sentence_data,docket_number,1,VARCHAR,22868,1,22868,21693,1.05,FALSE,key
mdjs_sentence_data,otn,2,VARCHAR,22868,1,22868,21693,1.05,FALSE,key
mdjs_sentence_data,offense_sequence_number,3,DOUBLE,22868,1,22868,30,762.27,FALSE,numeric
mdjs_sentence_data,penalty_type,4,VARCHAR,22868,1,22868,4,5717,FALSE,group: <= 10
mdjs_sentence_data,program_type,5,VARCHAR,22868,1,22868,7,3266.86,FALSE,group: <= 10
mdjs_sentence_data,program_period,6,VARCHAR,22868,0.04937029910792374,1129,7,161.29,FALSE,drop: many nulls
mdjs_sentence_data,start_date,7,DATE,22868,0.8739723631275145,19986,2285,8.75,FALSE,date
mdjs_sentence_data,end_date,8,DATE,22868,0.8739723631275145,19986,2967,6.74,FALSE,date
mdjs_sentence_data,facility_location,9,VARCHAR,22868,0.1602676228791324,3665,93,39.41,FALSE,drop: many nulls
mdjs_sentence_data,sentencing_judge,10,VARCHAR,22868,1,22868,348,65.71,FALSE,other
mdjs_sentence_data,penalty_event_type,11,VARCHAR,22868,0.8828931257652615,20190,6,3365,FALSE,group: <= 10
mdjs_sentence_data,sentence_conditions,12,VARCHAR,22868,0.9209375546615358,21060,16194,1.3,FALSE,likely key
mdjs_sentence_data,case_disposition,13,VARCHAR,22868,1,22868,5,4573.6,FALSE,group: <= 10
mdjs_sentence_data,offense_disposition,14,VARCHAR,22868,1,22868,5,4573.6,FALSE,group: <= 10
mdjs_sentence_data,judge_name,15,VARCHAR,22868,1,22868,350,65.34,FALSE,other
statute_hierarchy,title_number,1,INTEGER,12905,1,12905,52,248.17,FALSE,other
statute_hierarchy,title_text,2,VARCHAR,12905,1,12905,53,243.49,FALSE,other
statute_hierarchy,chapter_number,3,VARCHAR,12905,0.9997675319643549,12902,140,92.16,FALSE,other
statute_hierarchy,chapter_text,4,VARCHAR,12905,0.9991476172026347,12894,731,17.64,FALSE,other
statute_hierarchy,offense_section,5,VARCHAR,12905,1,12905,5792,2.23,FALSE,other
statute_hierarchy,offense_text,6,VARCHAR,12905,0.9996900426191399,12901,9984,1.29,FALSE,likely key
statute_hierarchy,section_number,7,VARCHAR,12905,1,12905,4931,2.62,FALSE,other
statute_hierarchy,section_text,8,VARCHAR,12905,0.9996900426191399,12901,9204,1.4,FALSE,likely key
statute_hierarchy,subsection_number,9,VARCHAR,12905,0.07423479271600154,958,67,14.3,FALSE,drop: many nulls
statute_hierarchy,subsection_text,10,VARCHAR,12905,0.07423479271600154,958,895,1.07,FALSE,drop: many nulls
